,cat_x1,cat_y1
0,679.5,2643.0
1,679.5,2643.0
2,680.5,2643.0
3,679.5,2644.0
4,679.5,2644.0
5,680.5,2644.0
6,679.5,2644.0
7,679.5,2644.0
8,679.5,2644.0
9,679.5,2644.0
10,679.5,2644.0
11,679.5,2644.0
12,680.5,2644.0
13,678.5,2644.0
14,680.5,2644.0
15,679.5,2644.0
16,679.5,2644.0
17,679.5,2644.0
18,679.5,2644.0
19,678.5,2644.0
20,680.5,2643.0
21,679.5,2644.0
22,679.5,2644.0
23,679.5,2644.0
24,679.5,2644.0
25,679.5,2644.0
26,679.5,2644.0
27,678.5,2644.0
28,679.5,2643.0
29,679.5,2644.0
30,680.5,2644.0
31,680.5,2643.0
32,679.5,2644.0
33,679.5,2644.0
34,679.5,2644.0
35,679.5,2644.0
36,680.5,2644.0
37,679.5,2644.0
38,679.5,2643.0
39,679.5,2643.0
40,679.5,2643.0
41,679.5,2643.0
42,678.5,2643.0
43,679.5,2643.0
44,679.5,2644.0
45,679.5,2644.0
46,680.5,2644.0
47,678.5,2643.0
48,677.5,2644.0
49,678.5,2644.0
50,679.5,2644.0
51,679.5,2644.0
52,680.5,2644.0
53,678.5,2644.0
54,679.5,2644.0
55,679.5,2644.0
56,680.5,2644.0
57,679.5,2644.0
58,679.5,2644.0
59,678.5,2644.0
60,679.5,2644.0
61,679.5,2644.0
62,679.5,2644.0
63,679.5,2644.0
64,679.5,2644.0
65,678.5,2644.0
66,679.5,2644.0
67,679.5,2644.0
68,679.5,2644.0
69,678.5,2643.0
70,678.5,2644.0
71,679.5,2644.0
72,678.5,2644.0
73,679.5,2644.0
74,678.5,2644.0
75,678.5,2644.0
76,678.5,2644.0
77,679.5,2644.0
78,679.5,2644.0
79,679.5,2644.0
80,678.5,2644.0
81,679.5,2644.0
82,678.5,2643.0
83,680.5,2644.0
84,679.5,2644.0
85,679.5,2644.0
86,678.5,2644.0
87,679.5,2644.0
88,678.5,2644.0
89,679.5,2644.0
90,679.5,2644.0
91,679.5,2644.0
92,679.5,2644.0
93,678.5,2643.0
94,679.5,2644.0
95,679.5,2644.0
96,679.5,2644.0
97,679.5,2644.0
98,679.5,2644.0
99,679.5,2644.0
100,679.5,2643.0
101,679.5,2644.0
102,679.5,2644.0
103,680.5,2644.0
104,679.5,2643.0
105,679.5,2644.0
106,679.5,2644.0
107,679.5,2644.0
108,678.5,2644.0
109,679.5,2644.0
110,680.5,2644.0
111,680.5,2644.0
112,680.5,2644.0
113,680.5,2644.0
114,680.5,2644.0
115,680.5,2644.0
116,679.5,2644.0
117,679.5,2644.0
118,679.5,2644.0
119,679.5,2644.0
120,679.5,2644.0
121,679.5,2643.0
122,680.5,2644.0
123,680.5,2644.0
124,680.5,2644.0
125,680.5,2644.0
126,680.5,2644.0
127,679.5,2643.0
128,680.5,2643.0
129,679.5,2643.0
130,680.5,2643.0
131,679.5,2643.0
132,680.5,2644.0
133,680.5,2644.0
134,680.5,2644.0
135,680.5,2644.0
136,680.5,2644.0
137,680.5,2644.0
