,cat_x1,cat_y1
0,678.0,2649.0
1,678.0,2650.0
2,676.0,2649.0
3,677.0,2649.0
4,678.0,2650.0
5,676.0,2649.0
6,676.0,2649.0
7,678.0,2649.0
8,677.0,2649.0
9,676.0,2649.0
10,677.0,2650.0
11,677.0,2650.0
12,677.0,2650.0
13,677.0,2650.0
14,677.0,2650.0
15,677.0,2649.0
16,677.0,2649.0
17,677.0,2650.0
18,677.0,2650.0
19,677.0,2650.0
20,678.0,2650.0
21,678.0,2649.0
22,677.0,2649.0
23,678.0,2650.0
24,678.0,2650.0
25,677.0,2649.0
26,678.0,2649.0
27,678.0,2650.0
28,677.0,2649.0
29,677.0,2649.0
30,679.0,2649.0
31,678.0,2649.0
32,677.0,2649.0
33,677.0,2649.0
34,677.0,2649.0
35,677.0,2649.0
36,677.0,2649.0
37,678.0,2649.0
38,677.0,2649.0
39,677.0,2649.0
40,680.0,2649.0
41,679.0,2650.0
42,677.0,2649.0
43,676.0,2649.0
44,677.0,2649.0
45,678.0,2649.0
46,678.0,2650.0
47,678.0,2650.0
48,676.0,2650.0
49,676.0,2650.0
50,678.0,2650.0
51,678.0,2650.0
52,677.0,2649.0
53,676.0,2649.0
54,676.0,2650.0
55,677.0,2650.0
56,677.0,2650.0
57,677.0,2650.0
58,676.0,2650.0
59,676.0,2650.0
60,676.0,2650.0
61,676.0,2650.0
62,678.0,2650.0
63,677.0,2649.0
64,677.0,2649.0
65,677.0,2649.0
66,677.0,2650.0
67,677.0,2649.0
68,678.0,2649.0
69,676.0,2650.0
70,677.0,2649.0
71,677.0,2649.0
72,677.0,2649.0
73,677.0,2649.0
74,677.0,2650.0
75,677.0,2649.0
76,677.0,2649.0
77,676.0,2649.0
78,676.0,2649.0
79,677.0,2649.0
80,677.0,2650.0
81,677.0,2649.0
82,678.0,2649.0
83,678.0,2649.0
84,678.0,2650.0
85,678.0,2649.0
86,677.0,2649.0
87,677.0,2649.0
88,677.0,2649.0
89,677.0,2649.0
90,678.0,2649.0
91,678.0,2649.0
92,678.0,2649.0
93,678.0,2649.0
94,679.0,2649.0
95,678.0,2649.0
96,678.0,2650.0
97,677.0,2650.0
98,677.0,2650.0
99,677.0,2649.0
100,677.0,2649.0
101,678.0,2649.0
102,678.0,2649.0
103,678.0,2649.0
104,678.0,2649.0
105,677.0,2650.0
106,677.0,2649.0
107,677.0,2649.0
108,678.0,2649.0
109,678.0,2649.0
110,678.0,2649.0
111,677.0,2649.0
112,677.0,2649.0
113,677.0,2650.0
114,677.0,2650.0
115,678.0,2650.0
116,678.0,2650.0
117,677.0,2650.0
118,677.0,2649.0
119,677.0,2649.0
120,677.0,2649.0
121,677.0,2649.0
122,677.0,2650.0
123,677.0,2650.0
124,677.0,2650.0
125,677.0,2649.0
126,677.0,2649.0
127,677.0,2649.0
128,677.0,2650.0
129,677.0,2649.0
130,677.0,2649.0
131,678.0,2649.0
